HDI,GDP per capita,Population,Density,Cumulative cases,Cumulative deaths,Mortality rate
1.0,0.3130686384063644,0.5272766111559922,0.3742804724094899,0.5700754448117181,0.5342770210974663,0.19139998109651793
0.3130686384063644,1.0,0.1597322112842724,0.13033186728902285,0.2497589466533248,0.16883675297165066,0.08033023033974772
0.5272766111559922,0.1597322112842724,1.0,0.7633855177034227,0.9391786703642314,0.9513091687815696,0.16470569445967156
0.3742804724094899,0.13033186728902285,0.7633855177034227,1.0,0.6593995415075266,0.6957335503734149,0.02819321410998881
0.5700754448117181,0.2497589466533248,0.9391786703642314,0.6593995415075266,1.0,0.9433492954514131,0.31436490464442735
0.5342770210974663,0.16883675297165066,0.9513091687815696,0.6957335503734149,0.9433492954514131,1.0,0.4607146772013418
0.19139998109651793,0.08033023033974772,0.16470569445967156,0.02819321410998881,0.31436490464442735,0.4607146772013418,1.0
